customer_id,gender,senior_citizen,tenure_months,contract,internet_service,online_security,tech_support,paperless_billing,payment_method,monthly_charges,total_charges,num_support_calls,churn
CUST-14278,Female,0,59,One year,No,No,Yes,Yes,Credit card,31.84,1800.07,0,No
CUST-14279,Female,0,72,Month-to-month,DSL,Yes,Yes,No,Electronic check,54.1,3714.01,2,No
CUST-14280,Male,0,34,Two year,Fiber optic,No,No,Yes,Electronic check,84.35,2764.29,1,No
CUST-14281,Female,0,56,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,70.9,3996.5,3,No
CUST-14282,Male,0,20,Month-to-month,DSL,No,Yes,Yes,Mailed check,43.11,855.5,1,No
CUST-14283,Male,0,1,One year,No,No,No,No,Credit card,29.76,30.87,0,No
CUST-14284,Male,0,52,One year,Fiber optic,No,No,No,Credit card,99.99,4679.94,3,No
CUST-14285,Female,0,23,Month-to-month,No,No,Yes,No,Electronic check,25.97,552.04,6,No
CUST-14286,Female,0,18,One year,Fiber optic,No,No,Yes,Mailed check,114.03,1999.32,1,Yes
CUST-14287,Female,0,16,Month-to-month,DSL,No,No,No,Credit card,60.29,965.11,2,Yes
CUST-14288,Female,0,39,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,74.97,2670.89,1,Yes
CUST-14289,Male,1,38,One year,Fiber optic,No,No,Yes,Electronic check,73.75,2646.09,1,No
CUST-14290,Male,0,23,Month-to-month,DSL,No,Yes,Yes,Credit card,64.75,1561.12,6,No
CUST-14291,Female,0,33,Month-to-month,DSL,No,No,No,Electronic check,63.85,1999.83,3,No
CUST-14292,Male,0,9,Two year,No,Yes,Yes,No,Mailed check,20.59,177.38,1,No
CUST-14293,Male,0,20,Two year,Fiber optic,Yes,No,Yes,Credit card,98.12,1836.4,1,No
CUST-14294,Female,0,9,One year,Fiber optic,No,No,Yes,Credit card,74.23,603.03,1,No
CUST-14295,Female,0,9,One year,DSL,No,Yes,No,Bank transfer,56.2,476.83,1,No
CUST-14296,Male,0,30,Two year,Fiber optic,Yes,No,No,Electronic check,105.51,2925.3,2,No
CUST-14297,Female,0,24,Two year,Fiber optic,Yes,Yes,Yes,Mailed check,89.28,2050.83,2,No
CUST-14298,Male,0,16,Month-to-month,DSL,Yes,Yes,No,Electronic check,39.02,583.62,1,No
CUST-14299,Male,0,19,Month-to-month,DSL,Yes,No,Yes,Bank transfer,63.36,1156.41,3,Yes
CUST-14300,Male,0,32,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,76.63,2305.97,3,No
CUST-14301,Female,0,39,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,87.84,3553.73,1,No
CUST-14302,Male,0,35,Month-to-month,DSL,No,No,No,Bank transfer,32.46,1072.14,4,No
CUST-14303,Male,0,4,One year,No,Yes,No,Yes,Electronic check,23.9,88.74,1,No
CUST-14304,Female,1,1,One year,DSL,No,No,Yes,Mailed check,57.76,58.59,0,No
CUST-14305,Female,0,12,Two year,No,Yes,No,No,Credit card,18.0,220.7,0,No
CUST-14306,Female,0,2,Month-to-month,DSL,No,No,Yes,Credit card,69.26,136.36,4,No
CUST-14307,Female,1,65,Month-to-month,Fiber optic,No,No,No,Bank transfer,77.22,4777.05,2,No
CUST-14308,Female,0,19,Month-to-month,Fiber optic,Yes,Yes,No,Credit card,69.36,1350.97,1,No
CUST-14309,Female,0,7,Month-to-month,Fiber optic,No,No,No,Bank transfer,77.85,545.22,1,No
CUST-14310,Female,0,18,Month-to-month,No,No,No,Yes,Bank transfer,36.75,633.13,3,No
CUST-14311,Female,0,3,Two year,DSL,Yes,No,No,Bank transfer,57.91,166.58,1,No
CUST-14312,Male,0,7,Month-to-month,DSL,No,No,Yes,Electronic check,44.62,281.25,2,No
CUST-14313,Male,0,17,One year,DSL,No,No,Yes,Credit card,68.66,1060.59,1,No
CUST-14314,Female,0,15,Month-to-month,Fiber optic,No,Yes,No,Mailed check,104.08,1436.68,0,No
CUST-14315,Male,0,17,Month-to-month,No,Yes,No,Yes,Electronic check,18.0,286.75,5,No
CUST-14316,Female,0,33,Two year,DSL,No,No,No,Electronic check,39.84,1365.89,2,No
CUST-14317,Male,0,46,Two year,Fiber optic,No,Yes,Yes,Bank transfer,93.64,4407.51,1,No
CUST-14318,Female,0,26,Month-to-month,Fiber optic,No,No,No,Bank transfer,91.17,2147.76,3,Yes
CUST-14319,Male,1,48,Two year,No,Yes,No,No,Mailed check,18.0,779.53,2,No
CUST-14320,Female,0,15,Month-to-month,Fiber optic,Yes,No,No,Mailed check,74.82,1108.69,4,Yes
CUST-14321,Male,1,53,Two year,No,No,No,Yes,Bank transfer,18.0,912.47,0,No
CUST-14322,Male,0,26,Month-to-month,Fiber optic,No,No,No,Bank transfer,79.38,2105.79,0,No
CUST-14323,Male,0,43,Month-to-month,No,Yes,No,No,Electronic check,23.09,1038.67,3,No
CUST-14324,Female,0,15,One year,Fiber optic,No,Yes,Yes,Electronic check,87.64,1280.56,2,No
CUST-14325,Male,0,25,Two year,DSL,No,Yes,No,Electronic check,47.38,1097.57,1,No
CUST-14326,Female,0,72,Two year,No,No,No,Yes,Bank transfer,26.09,1942.09,1,No
CUST-14327,Male,1,25,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,73.93,1780.55,2,Yes
CUST-14328,Male,0,46,Two year,DSL,No,No,Yes,Credit card,62.89,2784.71,2,No
CUST-14329,Female,0,50,Month-to-month,Fiber optic,No,No,Yes,Electronic check,62.73,3154.21,8,Yes
CUST-14330,Male,0,37,Month-to-month,No,Yes,Yes,Yes,Bank transfer,21.39,756.27,1,No
CUST-14331,Male,0,41,Month-to-month,Fiber optic,Yes,No,No,Electronic check,85.66,3284.49,2,No
CUST-14332,Female,0,16,Month-to-month,DSL,No,Yes,Yes,Mailed check,45.71,739.51,3,Yes
CUST-14333,Female,1,11,Month-to-month,No,No,No,Yes,Mailed check,26.62,271.74,2,No
CUST-14334,Female,0,9,One year,Fiber optic,No,No,No,Bank transfer,86.54,705.57,0,No
CUST-14335,Male,0,32,Month-to-month,DSL,No,No,Yes,Mailed check,48.09,1499.74,2,No
CUST-14336,Female,0,24,One year,DSL,No,Yes,No,Electronic check,72.91,1583.76,3,No
CUST-14337,Male,0,30,Month-to-month,DSL,No,No,No,Electronic check,40.74,1244.97,5,Yes
CUST-14338,Female,1,8,One year,Fiber optic,No,No,Yes,Mailed check,96.76,810.18,3,Yes
CUST-14339,Female,1,13,Month-to-month,DSL,Yes,Yes,No,Mailed check,70.68,957.73,2,Yes
CUST-14340,Male,0,45,Month-to-month,DSL,Yes,Yes,Yes,Credit card,57.7,2394.96,3,No
CUST-14341,Male,1,27,One year,Fiber optic,No,Yes,No,Electronic check,83.3,2338.52,1,No
CUST-14342,Male,0,26,Two year,No,Yes,No,Yes,Electronic check,30.28,721.87,0,No
CUST-14343,Male,0,20,Two year,Fiber optic,No,Yes,No,Bank transfer,92.53,1763.83,4,No
CUST-14344,Male,0,12,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,73.33,803.15,3,No
CUST-14345,Female,0,54,Two year,Fiber optic,No,Yes,No,Electronic check,95.02,5250.96,0,No
CUST-14346,Male,0,60,One year,DSL,No,Yes,Yes,Electronic check,45.72,2561.22,1,No
CUST-14347,Male,0,25,Two year,No,No,Yes,No,Electronic check,18.0,449.88,0,No
CUST-14348,Female,0,21,Month-to-month,DSL,Yes,No,Yes,Credit card,38.09,811.32,2,No
CUST-14349,Male,1,63,Month-to-month,DSL,Yes,Yes,No,Credit card,54.7,3298.59,1,No
CUST-14350,Female,1,13,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,70.55,933.98,4,No
CUST-14351,Female,0,16,Two year,DSL,Yes,Yes,Yes,Electronic check,87.25,1324.62,5,No
CUST-14352,Female,0,44,Month-to-month,DSL,No,No,Yes,Bank transfer,43.99,1784.98,2,No
CUST-14353,Male,0,16,Month-to-month,Fiber optic,Yes,No,No,Mailed check,119.35,1850.29,1,Yes
CUST-14354,Male,0,24,One year,Fiber optic,No,No,Yes,Bank transfer,91.76,2216.63,2,No
CUST-14355,Female,0,2,Two year,DSL,No,Yes,Yes,Electronic check,58.15,105.37,0,No
CUST-14356,Female,0,61,One year,Fiber optic,No,Yes,No,Electronic check,82.68,5148.8,0,No
CUST-14357,Male,0,41,One year,Fiber optic,No,No,No,Electronic check,79.74,3067.9,3,No
CUST-14358,Female,0,51,Month-to-month,No,No,No,No,Mailed check,18.0,920.0,0,No
CUST-14359,Female,0,10,Two year,DSL,Yes,No,Yes,Credit card,65.34,599.21,1,No
CUST-14360,Male,0,70,Month-to-month,No,Yes,Yes,No,Electronic check,19.01,1275.65,1,No
CUST-14361,Female,1,22,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,72.4,1544.69,2,No
CUST-14362,Male,0,54,Month-to-month,Fiber optic,No,No,No,Electronic check,90.87,4761.31,4,Yes
CUST-14363,Female,0,31,Month-to-month,DSL,No,No,Yes,Electronic check,53.01,1546.36,1,No
CUST-14364,Female,0,42,One year,Fiber optic,No,No,No,Bank transfer,80.13,3296.17,1,No
CUST-14365,Female,0,33,One year,DSL,Yes,No,Yes,Mailed check,52.63,1635.27,4,No
CUST-14366,Male,0,16,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,67.01,991.67,5,No
CUST-14367,Male,0,5,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,117.53,540.64,6,No
CUST-14368,Female,0,57,Month-to-month,DSL,No,Yes,Yes,Electronic check,42.67,2515.33,1,No
CUST-14369,Female,0,1,Month-to-month,DSL,No,Yes,No,Bank transfer,64.98,59.76,6,No
CUST-14370,Female,0,46,Two year,No,Yes,No,Yes,Bank transfer,31.22,1377.86,1,No
CUST-14371,Male,0,57,One year,Fiber optic,No,No,Yes,Credit card,74.73,3994.36,0,No
CUST-14372,Male,0,6,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,76.8,457.28,4,Yes
CUST-14373,Female,0,17,Month-to-month,No,No,No,Yes,Electronic check,20.31,328.59,0,Yes
CUST-14374,Male,0,6,Two year,DSL,No,No,Yes,Credit card,69.71,394.42,2,Yes
CUST-14375,Female,0,14,Two year,Fiber optic,No,Yes,No,Bank transfer,71.01,1039.16,4,No
CUST-14376,Male,0,51,Two year,Fiber optic,No,No,Yes,Electronic check,81.68,4371.87,0,No
CUST-14377,Male,0,42,Month-to-month,DSL,No,No,Yes,Credit card,74.12,2863.63,4,No
CUST-14378,Male,0,38,Month-to-month,DSL,Yes,Yes,Yes,Bank transfer,70.28,2681.06,0,No
CUST-14379,Female,0,17,Month-to-month,No,Yes,No,No,Credit card,26.71,469.31,5,No
CUST-14380,Female,0,1,One year,DSL,No,Yes,Yes,Mailed check,68.73,71.87,3,No
CUST-14381,Male,0,7,Month-to-month,DSL,Yes,No,No,Credit card,41.95,277.41,3,Yes
CUST-14382,Male,0,20,One year,Fiber optic,Yes,No,No,Bank transfer,93.94,1911.95,2,No
CUST-14383,Female,0,9,Month-to-month,Fiber optic,No,No,Yes,Mailed check,85.17,727.55,1,Yes
CUST-14384,Male,1,46,One year,Fiber optic,Yes,No,No,Electronic check,92.59,4230.54,0,Yes
CUST-14385,Female,1,72,Month-to-month,DSL,No,Yes,Yes,Mailed check,56.97,4007.03,5,No
CUST-14386,Male,0,31,Two year,Fiber optic,No,No,No,Electronic check,91.12,2841.93,2,No
CUST-14387,Male,0,6,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,109.6,681.9,4,Yes
CUST-14388,Male,0,59,One year,Fiber optic,Yes,Yes,No,Credit card,84.44,4568.16,1,No
CUST-14389,Female,0,26,Month-to-month,No,Yes,No,No,Electronic check,27.32,663.08,1,No
CUST-14390,Male,0,23,One year,DSL,Yes,Yes,Yes,Credit card,75.36,1712.28,2,No
CUST-14391,Female,0,36,One year,Fiber optic,Yes,No,No,Electronic check,71.02,2438.02,0,No
CUST-14392,Male,0,8,Month-to-month,Fiber optic,No,No,No,Mailed check,85.64,673.95,9,No
CUST-14393,Male,0,17,Month-to-month,Fiber optic,No,No,No,Bank transfer,57.38,992.43,5,Yes
CUST-14394,Female,0,22,Month-to-month,Fiber optic,Yes,No,No,Credit card,83.05,1836.14,3,Yes
CUST-14395,Female,0,29,Month-to-month,DSL,No,No,Yes,Electronic check,66.5,1957.54,3,No
CUST-14396,Male,1,31,One year,Fiber optic,No,No,No,Credit card,79.92,2289.55,2,No
CUST-14397,Male,0,36,Month-to-month,Fiber optic,Yes,Yes,Yes,Credit card,78.89,2568.88,2,Yes
CUST-14398,Male,0,14,Month-to-month,Fiber optic,No,Yes,No,Electronic check,92.68,1337.42,1,No
CUST-14399,Female,1,4,Month-to-month,DSL,Yes,Yes,Yes,Electronic check,46.09,178.42,1,No
CUST-14400,Male,0,20,Month-to-month,DSL,No,No,No,Electronic check,47.07,937.01,1,No
CUST-14401,Male,0,22,Month-to-month,DSL,Yes,Yes,Yes,Electronic check,37.38,749.14,6,No
CUST-14402,Male,0,4,One year,DSL,No,No,Yes,Electronic check,49.67,199.91,4,No
CUST-14403,Female,0,14,Month-to-month,DSL,No,Yes,No,Bank transfer,59.13,757.63,3,No
CUST-14404,Male,0,27,Two year,DSL,No,Yes,Yes,Electronic check,50.03,1375.32,1,No
CUST-14405,Female,0,16,One year,DSL,No,No,Yes,Bank transfer,57.61,837.95,1,No
CUST-14406,Male,0,26,Month-to-month,DSL,Yes,Yes,No,Mailed check,74.46,1766.6,4,No
CUST-14407,Male,0,15,Two year,No,No,Yes,Yes,Mailed check,29.31,418.38,3,No
CUST-14408,Male,1,38,One year,Fiber optic,Yes,No,Yes,Credit card,94.59,3349.37,3,No
CUST-14409,Male,0,10,One year,DSL,No,Yes,No,Bank transfer,65.56,686.87,2,No
CUST-14410,Male,0,24,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,88.14,2046.95,2,No
CUST-14411,Female,0,25,One year,Fiber optic,No,No,Yes,Electronic check,81.7,1981.78,0,No
CUST-14412,Male,0,45,Month-to-month,DSL,No,Yes,Yes,Mailed check,41.6,1697.77,1,Yes
CUST-14413,Female,0,18,Month-to-month,Fiber optic,Yes,Yes,Yes,Bank transfer,67.09,1175.94,3,No
CUST-14414,Male,0,71,Month-to-month,DSL,No,No,Yes,Bank transfer,68.01,4392.33,3,Yes
CUST-14415,Male,1,69,Month-to-month,Fiber optic,Yes,No,No,Credit card,72.53,4975.71,4,No
CUST-14416,Male,0,10,One year,DSL,No,No,Yes,Credit card,51.55,539.9,2,No
CUST-14417,Male,0,23,Month-to-month,Fiber optic,No,Yes,No,Mailed check,90.81,1983.06,5,Yes
CUST-14418,Female,0,7,Month-to-month,DSL,No,Yes,Yes,Electronic check,57.96,414.34,1,Yes
CUST-14419,Male,0,34,Two year,DSL,No,No,No,Credit card,58.15,2065.84,0,No
CUST-14420,Female,0,15,Month-to-month,Fiber optic,No,No,Yes,Mailed check,97.3,1525.52,1,No
CUST-14421,Female,0,26,Month-to-month,DSL,No,Yes,No,Electronic check,77.76,2045.9,3,No
CUST-14422,Female,0,19,Month-to-month,Fiber optic,No,No,No,Credit card,75.27,1473.82,5,Yes
CUST-14423,Male,0,72,Two year,DSL,Yes,No,Yes,Electronic check,43.89,3010.98,3,No
CUST-14424,Male,0,21,One year,Fiber optic,Yes,No,No,Electronic check,72.66,1506.85,1,No
CUST-14425,Female,0,20,One year,Fiber optic,No,No,Yes,Electronic check,86.94,1737.75,3,No
CUST-14426,Male,0,47,Two year,No,No,No,Yes,Electronic check,22.3,977.66,3,No
CUST-14427,Male,1,52,One year,Fiber optic,Yes,Yes,No,Electronic check,72.91,3590.3,2,No
CUST-14428,Female,0,29,Two year,No,Yes,Yes,Yes,Bank transfer,32.01,885.78,0,No
CUST-14429,Female,1,53,One year,DSL,No,No,Yes,Electronic check,65.25,3146.58,2,No
CUST-14430,Female,0,72,Two year,Fiber optic,No,No,Yes,Credit card,64.26,4480.96,2,No
CUST-14431,Male,0,18,One year,Fiber optic,No,No,No,Mailed check,87.62,1604.73,0,No
CUST-14432,Female,0,8,Month-to-month,Fiber optic,No,No,No,Mailed check,102.92,821.24,1,No
CUST-14433,Male,0,32,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,56.62,1800.49,3,Yes
CUST-14434,Female,0,49,Month-to-month,No,No,Yes,Yes,Electronic check,19.29,936.48,6,Yes
CUST-14435,Female,0,67,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,75.84,4590.46,1,Yes
CUST-14436,Female,1,36,Two year,DSL,No,No,No,Bank transfer,56.2,1821.94,2,No
CUST-14437,Female,0,24,One year,Fiber optic,No,No,Yes,Mailed check,87.08,1933.86,2,No
CUST-14438,Male,0,12,One year,DSL,No,No,Yes,Electronic check,53.26,662.74,0,No
CUST-14439,Male,0,57,One year,Fiber optic,No,Yes,No,Mailed check,80.79,4736.79,2,No
CUST-14440,Male,0,30,Two year,Fiber optic,No,No,Yes,Electronic check,89.67,2653.95,0,No
CUST-14441,Male,0,4,One year,DSL,Yes,Yes,Yes,Credit card,40.6,155.56,0,No
CUST-14442,Female,0,72,Month-to-month,DSL,No,No,No,Electronic check,66.43,4995.65,2,No
CUST-14443,Male,0,8,Month-to-month,No,Yes,Yes,No,Electronic check,28.89,210.31,6,No
CUST-14444,Female,0,50,Month-to-month,DSL,No,No,Yes,Bank transfer,60.09,2748.0,3,No
CUST-14445,Male,0,28,Month-to-month,DSL,No,No,No,Electronic check,32.6,906.65,3,Yes
CUST-14446,Male,0,4,Month-to-month,DSL,Yes,No,Yes,Credit card,56.3,221.17,3,Yes
CUST-14447,Male,0,22,Month-to-month,Fiber optic,Yes,Yes,No,Electronic check,80.21,1847.87,3,Yes
CUST-14448,Female,0,18,Month-to-month,DSL,Yes,No,Yes,Mailed check,31.4,576.63,4,No
CUST-14449,Female,1,6,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,93.42,583.37,3,Yes
CUST-14450,Female,0,34,Two year,DSL,No,Yes,Yes,Electronic check,41.78,1432.37,3,No
CUST-14451,Male,1,45,Month-to-month,DSL,No,No,Yes,Credit card,56.02,2619.15,2,No
CUST-14452,Male,0,23,Two year,DSL,No,Yes,Yes,Bank transfer,50.06,1154.84,1,No
CUST-14453,Female,0,18,Month-to-month,DSL,Yes,No,Yes,Electronic check,37.23,656.03,2,No
CUST-14454,Female,0,36,Two year,Fiber optic,No,No,No,Mailed check,63.74,2264.95,2,No
CUST-14455,Male,0,0,One year,DSL,No,No,Yes,Electronic check,43.41,0.0,5,Yes
CUST-14456,Female,0,16,Two year,Fiber optic,No,Yes,No,Mailed check,100.41,1471.07,3,No
CUST-14457,Male,0,17,Month-to-month,Fiber optic,Yes,No,No,Electronic check,98.86,1655.02,1,Yes
CUST-14458,Male,0,24,One year,DSL,No,Yes,Yes,Electronic check,81.33,1871.67,6,No
CUST-14459,Female,1,5,Month-to-month,DSL,No,No,Yes,Bank transfer,48.86,244.15,2,Yes
CUST-14460,Male,0,3,Month-to-month,Fiber optic,No,No,Yes,Credit card,85.23,253.27,2,No
CUST-14461,Male,0,9,One year,Fiber optic,Yes,No,Yes,Mailed check,90.83,784.73,2,No
CUST-14462,Female,0,33,Month-to-month,Fiber optic,No,Yes,No,Electronic check,71.21,2357.83,2,No
CUST-14463,Female,0,17,Month-to-month,No,Yes,Yes,Yes,Electronic check,30.72,512.08,3,No
CUST-14464,Male,0,9,Two year,DSL,Yes,Yes,Yes,Credit card,55.65,464.88,4,No
CUST-14465,Male,0,72,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,93.05,6670.76,1,No
CUST-14466,Female,0,18,One year,Fiber optic,No,Yes,Yes,Bank transfer,81.92,1332.98,1,No
CUST-14467,Female,0,24,Month-to-month,DSL,No,No,Yes,Electronic check,48.13,1182.29,2,No
CUST-14468,Female,0,57,Month-to-month,Fiber optic,No,Yes,No,Credit card,101.59,5999.07,2,No
CUST-14469,Female,0,27,Month-to-month,Fiber optic,Yes,Yes,Yes,Mailed check,80.04,1970.29,3,No
CUST-14470,Male,0,35,Month-to-month,Fiber optic,No,No,Yes,Electronic check,78.57,2580.74,4,Yes
CUST-14471,Female,0,11,Two year,Fiber optic,Yes,No,Yes,Electronic check,52.2,527.67,2,No
CUST-14472,Male,0,25,Two year,DSL,No,Yes,Yes,Credit card,49.8,1264.51,0,No
CUST-14473,Male,1,72,Month-to-month,Fiber optic,Yes,No,No,Mailed check,64.9,4255.39,8,No
CUST-14474,Female,0,32,Month-to-month,Fiber optic,Yes,Yes,No,Electronic check,93.35,2930.93,0,Yes
CUST-14475,Male,0,29,Two year,Fiber optic,No,No,Yes,Electronic check,80.19,2228.43,2,No
CUST-14476,Female,0,19,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,76.99,1481.22,2,No
CUST-14477,Male,0,7,Month-to-month,Fiber optic,Yes,No,No,Electronic check,75.27,524.71,4,Yes
CUST-14478,Female,0,53,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,73.32,3814.32,2,No
CUST-14479,Female,0,22,One year,DSL,Yes,No,Yes,Electronic check,61.28,1315.21,2,No
CUST-14480,Male,1,13,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,86.4,1141.46,0,Yes
CUST-14481,Male,1,6,Month-to-month,Fiber optic,No,No,No,Bank transfer,99.87,582.19,3,No
CUST-14482,Female,0,30,Two year,DSL,Yes,Yes,No,Electronic check,46.37,1339.54,1,No
CUST-14483,Male,0,8,Two year,DSL,No,Yes,Yes,Electronic check,44.21,319.64,2,No
CUST-14484,Male,0,53,One year,DSL,No,No,Yes,Credit card,40.4,2013.14,0,No
CUST-14485,Male,0,14,One year,Fiber optic,No,Yes,No,Bank transfer,80.78,1080.54,1,Yes
CUST-14486,Female,0,25,Two year,DSL,Yes,Yes,Yes,Credit card,52.24,1288.66,2,No
CUST-14487,Male,0,32,One year,No,Yes,Yes,Yes,Electronic check,18.0,576.56,4,No
CUST-14488,Female,0,29,One year,No,No,Yes,Yes,Credit card,18.0,545.18,0,No
CUST-14489,Male,0,45,Month-to-month,No,Yes,No,Yes,Credit card,31.77,1346.22,5,No
CUST-14490,Male,0,15,Month-to-month,DSL,Yes,No,Yes,Electronic check,51.07,751.96,4,No
CUST-14491,Male,0,24,Two year,Fiber optic,Yes,Yes,Yes,Mailed check,61.13,1486.82,3,No
CUST-14492,Female,1,37,One year,No,No,No,No,Mailed check,30.39,1064.46,2,No
CUST-14493,Male,0,67,Month-to-month,Fiber optic,No,No,Yes,Credit card,90.78,5974.55,3,No
CUST-14494,Male,0,43,One year,DSL,Yes,No,No,Bank transfer,56.44,2336.66,1,No
CUST-14495,Female,0,49,Two year,No,Yes,No,No,Bank transfer,26.44,1243.3,1,No
CUST-14496,Male,0,18,Month-to-month,Fiber optic,No,No,No,Credit card,77.07,1261.5,0,No
CUST-14497,Male,0,32,One year,Fiber optic,Yes,Yes,Yes,Electronic check,75.34,2178.5,1,Yes
CUST-14498,Male,1,61,Month-to-month,No,Yes,No,No,Electronic check,27.28,1571.53,1,No
CUST-14499,Male,0,23,One year,No,No,No,Yes,Mailed check,19.6,467.39,3,No
CUST-14500,Female,0,32,Two year,Fiber optic,No,Yes,Yes,Credit card,52.64,1564.79,3,No
CUST-14501,Female,1,5,Two year,DSL,Yes,No,Yes,Bank transfer,45.13,205.23,2,Yes
CUST-14502,Female,0,39,Two year,Fiber optic,No,No,No,Electronic check,84.27,3263.46,1,No
CUST-14503,Female,0,28,One year,Fiber optic,Yes,No,Yes,Credit card,82.78,2419.27,1,Yes
CUST-14504,Male,1,38,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,93.28,3220.63,2,Yes
CUST-14505,Male,0,19,One year,Fiber optic,No,No,Yes,Mailed check,97.63,1876.95,1,No
CUST-14506,Male,0,3,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,78.26,215.11,1,No
CUST-14507,Female,0,41,One year,Fiber optic,No,No,Yes,Mailed check,61.21,2309.74,0,No
CUST-14508,Male,0,13,Month-to-month,No,Yes,Yes,No,Credit card,33.48,452.88,3,No
CUST-14509,Female,0,5,Month-to-month,No,Yes,No,No,Mailed check,26.71,134.23,5,No
CUST-14510,Male,0,27,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,81.12,2155.06,4,Yes
CUST-14511,Female,1,72,Month-to-month,Fiber optic,No,Yes,No,Electronic check,103.31,6877.96,3,Yes
CUST-14512,Male,0,11,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,91.76,993.05,1,Yes
CUST-14513,Female,0,13,Month-to-month,Fiber optic,No,No,Yes,Credit card,86.84,1026.61,3,No
CUST-14514,Female,0,42,Month-to-month,DSL,No,No,Yes,Bank transfer,57.14,2302.0,0,No
CUST-14515,Female,1,20,Month-to-month,Fiber optic,Yes,Yes,No,Credit card,97.75,1965.99,3,No
CUST-14516,Male,0,41,Two year,Fiber optic,No,No,Yes,Electronic check,74.66,3015.77,2,No
CUST-14517,Male,0,19,Month-to-month,Fiber optic,No,No,Yes,Mailed check,71.8,1365.88,2,No
CUST-14518,Female,0,17,Two year,No,Yes,No,Yes,Mailed check,44.11,687.95,0,No
CUST-14519,Male,0,12,Month-to-month,No,No,No,Yes,Electronic check,25.0,304.19,2,Yes
CUST-14520,Female,1,30,Two year,No,No,No,Yes,Mailed check,29.43,921.27,3,No
CUST-14521,Female,1,12,One year,No,No,No,No,Mailed check,20.15,250.54,1,No
CUST-14522,Female,0,16,Two year,Fiber optic,No,No,Yes,Electronic check,83.97,1226.86,0,No
CUST-14523,Female,0,52,Two year,No,No,No,No,Electronic check,18.0,856.24,3,No
CUST-14524,Female,0,72,One year,No,No,No,No,Mailed check,39.71,2793.65,0,No
CUST-14525,Male,0,33,Month-to-month,Fiber optic,Yes,No,No,Electronic check,99.11,3200.67,3,Yes
CUST-14526,Male,0,54,Month-to-month,DSL,Yes,Yes,Yes,Mailed check,46.19,2565.52,2,No
CUST-14527,Male,0,18,Month-to-month,DSL,No,No,Yes,Credit card,61.95,1065.36,1,No
CUST-14528,Male,0,20,Two year,Fiber optic,Yes,Yes,Yes,Mailed check,105.65,2064.67,3,No
CUST-14529,Female,1,28,Two year,Fiber optic,No,Yes,No,Bank transfer,76.23,1986.26,2,No
CUST-14530,Male,0,13,Month-to-month,Fiber optic,No,No,Yes,Mailed check,70.52,955.2,7,Yes
CUST-14531,Male,0,17,One year,Fiber optic,No,No,Yes,Electronic check,88.4,1379.83,1,No
CUST-14532,Female,0,40,Month-to-month,Fiber optic,No,No,Yes,Credit card,91.21,3778.26,3,Yes
CUST-14533,Female,0,24,One year,DSL,Yes,Yes,Yes,Bank transfer,57.55,1427.49,2,No
CUST-14534,Male,0,21,One year,DSL,Yes,Yes,Yes,Mailed check,47.23,900.13,2,No
CUST-14535,Female,0,21,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,74.01,1579.59,2,No
CUST-14536,Male,0,9,Two year,DSL,No,No,Yes,Bank transfer,65.15,557.41,0,No
CUST-14537,Female,0,27,Month-to-month,No,No,No,No,Electronic check,18.0,453.78,2,No
CUST-14538,Female,1,13,One year,No,No,No,No,Mailed check,21.91,273.51,0,No
CUST-14539,Female,1,5,One year,Fiber optic,Yes,No,Yes,Electronic check,71.17,369.59,2,No
CUST-14540,Female,0,8,Month-to-month,Fiber optic,No,Yes,No,Mailed check,55.99,429.95,8,Yes
CUST-14541,Female,0,21,Month-to-month,No,Yes,Yes,Yes,Credit card,39.17,770.19,4,No
CUST-14542,Female,0,37,Month-to-month,No,No,No,Yes,Electronic check,26.74,968.35,4,Yes
CUST-14543,Female,0,45,One year,Fiber optic,Yes,No,No,Mailed check,59.09,2556.68,2,No
CUST-14544,Male,1,6,Two year,No,No,Yes,Yes,Mailed check,19.41,105.17,2,No
